src_app,target_app,count,mean,std,min,25%,50%,75%,max
ExpenseTracker1,ExpenseTracker2,7.0,0.2637362637362637,0.14633688172482182,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.3846153846153846,0.4615384615384615
ExpenseTracker1,ExpenseTracker3,43.0,0.19538703009108743,0.1340697380480383,0.0555555555555555,0.064516129032258,0.1538461538461538,0.29670329670329665,0.4615384615384615
ExpenseTracker1,ExpenseTracker4,19.0,0.1280768069983756,0.04438297707448871,0.0246913580246913,0.09722222222222221,0.125,0.1602564102564102,0.1818181818181818
ExpenseTracker2,ExpenseTracker1,2.0,0.22499999999999995,0.24748737341529153,0.05,0.13749999999999998,0.22499999999999995,0.31249999999999994,0.3999999999999999
ExpenseTracker2,ExpenseTracker3,76.0,0.2361049150223813,0.14788936342019743,0.064516129032258,0.1290322580645161,0.1666666666666666,0.3333333333333333,0.7272727272727272
ExpenseTracker2,ExpenseTracker4,67.0,0.2667367793089801,0.13797179279875307,0.1052631578947368,0.1333333333333333,0.25,0.3333333333333333,0.5454545454545454
ExpenseTracker3,ExpenseTracker1,23.0,0.3116630112728937,0.3118475070610277,0.0434782608695652,0.10818713450292394,0.1818181818181818,0.33636363636363636,0.875
ExpenseTracker3,ExpenseTracker2,12.0,0.5799779740956211,0.3522632962802287,0.1176470588235294,0.20980392156862743,0.6349206349206349,0.923076923076923,0.923076923076923
ExpenseTracker3,ExpenseTracker4,47.0,0.20823093951160213,0.13638391997708266,0.0769230769230769,0.12916666666666665,0.1818181818181818,0.2,0.7499999999999999
ExpenseTracker4,ExpenseTracker1,14.0,0.39667336344354975,0.3612888696677949,0.074074074074074,0.11363636363636363,0.1538461538461538,0.8571428571428571,0.8571428571428571
ExpenseTracker4,ExpenseTracker2,12.0,0.6503027473615709,0.1792746451209346,0.2222222222222222,0.564935064935065,0.6969696969696969,0.8,0.8
ExpenseTracker4,ExpenseTracker3,34.0,0.3747832590075205,0.2619415296167881,0.0363636363636363,0.1052631578947368,0.38636363636363635,0.6153846153846153,0.7142857142857143
NoteTaking2,NoteTaking3,27.0,0.40525089451015367,0.15566944652197498,0.15,0.29814814814814816,0.4444444444444445,0.4807692307692307,0.6666666666666665
NoteTaking2,NoteTaking4,29.0,0.22183202770908916,0.108725097865627,0.0833333333333333,0.1111111111111111,0.2,0.3333333333333333,0.4
NoteTaking3,NoteTaking2,41.0,0.4385347428377707,0.22634214949845968,0.16,0.25,0.3636363636363636,0.6,0.888888888888889
NoteTaking3,NoteTaking4,31.0,0.3427283839630892,0.2647399183142768,0.0555555555555555,0.1633333333333333,0.2222222222222222,0.4444444444444445,0.8571428571428571
NoteTaking4,NoteTaking2,63.0,0.2750165344907163,0.24112570623160248,0.0069808027923211,0.0909090909090909,0.2,0.4444444444444445,0.6666666666666665
NoteTaking4,NoteTaking3,23.0,0.22828050966047184,0.09692285404787444,0.0476190476190476,0.1739130434782609,0.2,0.2608695652173913,0.4444444444444445
ShoppingList1,ShoppingList2,38.0,0.20187400318979262,0.029628470675631197,0.1111111111111111,0.1818181818181818,0.2111111111111111,0.2222222222222222,0.25
ShoppingList1,ShoppingList3,56.0,0.3613884151013592,0.22174891588668216,0.0399999999999999,0.13453079178885624,0.4000000000000001,0.5,0.888888888888889
ShoppingList2,ShoppingList1,60.0,0.44080168856484647,0.16990003200295264,0.2,0.2857142857142857,0.3875,0.551948051948052,0.8571428571428571
ShoppingList2,ShoppingList3,44.0,0.5028431943128171,0.2878448839872466,0.0476190476190476,0.15688259109311736,0.6666666666666666,0.75,0.8571428571428571
ShoppingList3,ShoppingList1,78.0,0.540646351324489,0.18006130549307373,0.1666666666666666,0.4,0.5227272727272727,0.6666666666666665,0.8571428571428571
ShoppingList3,ShoppingList2,61.0,0.44509998198522793,0.16008985313427354,0.1333333333333333,0.3333333333333333,0.4444444444444445,0.5,0.8571428571428571
ShoppingList4,ShoppingList1,50.0,0.24425710158235145,0.10794612097560731,0.0930232558139534,0.18398268398268397,0.2182539682539682,0.2824675324675324,0.6666666666666666
ShoppingList4,ShoppingList2,22.0,0.2723564704988854,0.1602505946958565,0.1,0.1111111111111111,0.2352941176470588,0.3529411764705882,0.5555555555555556
ShoppingList4,ShoppingList3,50.0,0.19327421796549055,0.14336853176056835,0.0465116279069767,0.10959595959595952,0.1333333333333333,0.21071428571428563,0.6250000000000001
